AF;Afghanistan;Sharan;Афганистан;Шаран
AF;Afghanistan;Shibirghān;Афганистан;Шибирган
AL;Albania;Bajram Curri;Албания;Байрам Курри
AL;Albania;Ballsh;Албания;Баллш
AL;Albania;Belsh;Албания;Белш
AL;Albania;Berat;Албания;Берат
AL;Albania;Bilisht;Албания;Билишт
AL;Albania;Burrel;Албания;бочка
AL;Albania;Bulqizë;Албания;Булкизе
AL;Albania;Vau i Dejës;Албания;Вау-и-Дежес
AL;Albania;Vlorë;Албания;Влёра
AL;Albania;Vorë;Албания;Воре
AL;Albania;Gjirokastër;Албания;Гирокастра
AL;Albania;Gramsh;Албания;Грамш
AL;Albania;Delvinë;Албания;Дельвина
AL;Albania;Divjakë;Албания;Дивьяке
AL;Albania;Durrës;Албания;Дуррес
AL;Albania;Kavajë;Албания;Кавая
AL;Albania;Kamëz;Албания;Камез
AL;Albania;Cërrik;Албания;Керрик
AL;Albania;Korçë;Албания;Корча
AL;Albania;Krumë;Албания;Крумэ
AL;Albania;Krujë;Албания;Круя
AL;Albania;Kukës;Албания;Кукес
AL;Albania;Kuçovë;Албания;Кучова
AL;Albania;Laç;Албания;Лач
AL;Albania;Lezhë;Албания;Лежа
AL;Albania;Libonik;Албания;Либоник
AL;Albania;Librazhd;Албания;Либражд
AL;Albania;Librazhd-Qendër;Албания;Либражд-Кендер
AL;Albania;Lushnjë;Албания;Люшне
AL;Albania;Mamurras;Албания;Мамуррас
AL;Albania;Patos;Албания;Патос
AL;Albania;Peqin;Албания;Пекин
AL;Albania;Përmet;Албания;Пермет
AL;Albania;Peshkopi;Албания;Пешкопи
AL;Albania;Pogradec;Албания;Поградец
AL;Albania;Prrenjas;Албания;Преньяс
AL;Albania;Pukë;Албания;Пуке
AL;Albania;Rrogozhinë;Албания;Рогожина
AL;Albania;Roskovec;Албания;Росковец
AL;Albania;Rrëshen;Албания;Ррешен
AL;Albania;Sarandë;Албания;Саранда
AL;Albania;Sukth;Албания;Сукт
AL;Albania;Tepelenë;Албания;Тепеленэ
AL;Albania;Tirana;Албания;Тирана
AL;Albania;Fier;Албания;Фиер
AL;Albania;Fushë-Krujë;Албания;Фуше-Круя
AL;Albania;Çorovodë;Албания;Чороводэ
AL;Albania;Shëngjin;Албания;Шенджин
AL;Albania;Shijak;Албания;Шиджак
AL;Albania;Shkodër;Албания;Шкодер
AL;Albania;Elbasan;Албания;Эльбасан
AL;Albania;Ersekë;Албания;Эрсеке
AM;Armenia;Abovyan;Армения;Абовян
AM;Armenia;Azatan;Армения;Азатан
AM;Armenia;Ayntap;Армения;Айнтап
AM;Armenia;Alaverdi;Армения;Алаверди
AM;Armenia;Aparan;Армения;Апаран
AM;Armenia;Aragatsavan;Армения;Арагацаван
AM;Armenia;Ararat;Армения;Арарат
AM;Armenia;Arzakan;Армения;Арзакан
AM;Armenia;Armavir;Армения;Армавир
AM;Armenia;Arrinj;Армения;Арриндж
AM;Armenia;Artashat;Армения;Арташат
AM;Armenia;Artik;Армения;Артик
AM;Armenia;Akhuryan;Армения;Ахурян
AM;Armenia;Ashtarak;Армения;Аштарак
AM;Armenia;Berd;Армения;Берд
AM;Armenia;Byureghavan;Армения;Бюрегаван
AM;Armenia;Vayk;Армения;Вайк
AM;Armenia;Vanadzor;Армения;Ванадзор
AM;Armenia;Vardenik;Армения;Варденик
AM;Armenia;Vardenis;Армения;Варденис
AM;Armenia;Vedi;Армения;Веди
AM;Armenia;Gavarr;Армения;Гаварр
AM;Armenia;Garrni;Армения;Гарни
AM;Armenia;Geghahovit;Армения;Гегаовит
AM;Armenia;Goris;Армения;Горис
AM;Armenia;Gugark;Армения;Гугарк
AM;Armenia;Gyumri;Армения;Гюмри
AM;Armenia;Jermuk;Армения;Джермук
AM;Armenia;Jrvezh;Армения;Джрвеж
AM;Armenia;Dilijan;Армения;Дилижан
AM;Armenia;Yeghvard;Армения;Егвард
AM;Armenia;Yeranos;Армения;Еранос
AM;Armenia;Yerevan;Армения;Ереван
AM;Armenia;Yeghegnadzor;Армения;Ехегнадзор
AM;Armenia;Zovuni;Армения;Зовуни
AM;Armenia;Zolakar;Армения;Золакар
AM;Armenia;Ijevan;Армения;Иджеван
AM;Armenia;K’ajaran;Армения;Каджаран
AM;Armenia;Kapan;Армения;Капан
AM;Armenia;Karmir Gyukh;Армения;Кармир Гюх
AM;Armenia;Kasakh;Армения;Касах
AM;Armenia;Lichk;Армения;Личк
AM;Armenia;Malishka;Армения;Малышка
AM;Armenia;Maralik;Армения;Маралик
AM;Armenia;Martuni;Армения;Мартуни
AM;Armenia;Metsavan;Армения;Мецаван
AM;Armenia;Metsamor;Армения;Мецамор
AM;Armenia;Mrgashat;Армения;Мргашат
AM;Armenia;Nalbandyan;Армения;Налбандян
AM;Armenia;Noyemberyan;Армения;Ноемберян
AM;Armenia;Nor Geghi;Армения;Нор Гехи
AM;Armenia;Nor Kharberd;Армения;Нор Харберд
AM;Armenia;Nor Hachn;Армения;Нор Хачн
AM;Armenia;Odzun;Армения;Одзун
AM;Armenia;Oshakan;Армения;Ошакан
AM;Armenia;Parakar;Армения;Паракар
AM;Armenia;Prroshyan;Армения;Пррошян
AM;Armenia;Hrazdan;Армения;Раздан
AM;Armenia;Sardarapat;Армения;Сардарапат
AM;Armenia;Sevan;Армения;Севан
AM;Armenia;Sisian;Армения;Сисиан
AM;Armenia;Spitak;Армения;Спитак
AM;Armenia;Stepanavan;Армения;Степанаван
AM;Armenia;Tashir;Армения;Ташир
AM;Armenia;Chambarak;Армения;Чамбарак
AM;Armenia;Charentsavan;Армения;Чаренцаван
AM;Armenia;Ejmiatsin;Армения;Эчмиадзин
AO;Angola;Ambriz;Ангола;Амбриз
AO;Angola;Belas;Ангола;Белас
AO;Angola;Benguela;Ангола;Бенгела
AO;Angola;Vila Teixeira da Silva;Ангола;Вила Тейшейра да Силва
AO;Angola;Ganda;Ангола;Ганда
AO;Angola;Dondo;Ангола;Дондо
AO;Angola;Dundo;Ангола;Дундо
AO;Angola;Caála;Ангола;Каала
AO;Angola;Cabinda;Ангола;Кабинда
AO;Angola;Cazombo;Ангола;Казомбо
AO;Angola;Caxito;Ангола;Какито
AO;Angola;Cacolo;Ангола;Каколо
AO;Angola;Calenga;Ангола;Каленга
AO;Angola;Caluquembe;Ангола;Калукембе
AO;Angola;Calulo;Ангола;Калуло
AO;Angola;Camabatela;Ангола;Камабатела
AO;Angola;Camacupa;Ангола;Камакупа
AO;Angola;Cangamba;Ангола;Кангамба
AO;Angola;Capenda Camulemba;Ангола;Капенда-Камулемба
AO;Angola;Cassongue;Ангола;Кассонг
AO;Angola;Catabola;Ангола;Катабола
AO;Angola;Catape;Ангола;Катапе
AO;Angola;Catumbela;Ангола;Катумбела
AO;Angola;Quibala;Ангола;Кибала
AO;Angola;Quilengues;Ангола;Киленги
AO;Angola;Quipungo;Ангола;Кипунго
AO;Angola;Xangongo;Ангола;Ксангонго
AO;Angola;Cubal;Ангола;кубический
AO;Angola;Cuito;Ангола;Куито
AO;Angola;Cuito Cuanavale;Ангола;Куито-Куанавале
AO;Angola;Lobito;Ангола;Лобито
AO;Angola;Longonjo;Ангола;Лонгонхо
AO;Angola;Luanda;Ангола;Луанда
AO;Angola;Luau;Ангола;Луау
AO;Angola;Lubango;Ангола;Лубанго
AO;Angola;Lucapa;Ангола;Лукапа
AO;Angola;Luena;Ангола;Луэна
AO;Angola;Mavinga;Ангола;Мавинга
AO;Angola;Malanje;Ангола;Маланже
AO;Angola;Matala;Ангола;Матала
AO;Angola;Mbanza Kongo;Ангола;Мбанза Конго
AO;Angola;Menongue;Ангола;Менонга
AO;Angola;Moçâmedes;Ангола;Мосамедес
AO;Angola;Muconda;Ангола;Муконда
AO;Angola;Ndalatando;Ангола;Ндалатандо
AO;Angola;Nzeto;Ангола;Нзето
AO;Angola;Ondjiva;Ангола;Онджива
AO;Angola;Negage;Ангола;отрицание
AO;Angola;Porto Alexandre;Ангола;Порто-Александре
AO;Angola;Porto Amboim;Ангола;Порту-Амбойм
AO;Angola;Saurimo;Ангола;Сауримо
AO;Angola;Soio;Ангола;Сойо
AO;Angola;Songo;Ангола;Сонго
AO;Angola;Sumbe;Ангола;Сумбе
AO;Angola;Uacu Cungo;Ангола;Уаку Кунго
AO;Angola;Huambo;Ангола;Уамбо
AO;Angola;Uíge;Ангола;Уиге
AO;Angola;Chibemba;Ангола;Чибемба
AO;Angola;Chibia;Ангола;Чибия
AO;Angola;Chinguar;Ангола;Чингуар
AO;Angola;Tchitado;Ангола;Читадо
AR;Argentina;Sunchales;Аргентина;Сунчалес
AR;Argentina;Abra Pampa;Аргентина;Абра Пампа
AR;Argentina;Avellaneda;Аргентина;Авельянеда
AR;Argentina;Adrogue;Аргентина;Адрог
AR;Argentina;Azul;Аргентина;Азул
AR;Argentina;Allen;Аргентина;Аллен
AR;Argentina;Aldo Bonzi;Аргентина;Альдо Бонзи
AR;Argentina;Alta Gracia;Аргентина;Альта Грасия
AR;Argentina;Alto Río Senguer;Аргентина;Альто-Рио-Сенгер
AR;Argentina;Añatuya;Аргентина;Анатуя
AR;Argentina;Aristóbulo del Valle;Аргентина;Аристобуло дель Валье
AR;Argentina;Armstrong;Аргентина;Армстронг
AR;Argentina;Ayacucho;Аргентина;Аякучо
AR;Argentina;Bahía Blanca;Аргентина;Баия Бланка
AR;Argentina;Embalse;Аргентина;бальзамировать
AR;Argentina;Balcarce;Аргентина;Балькарс
AR;Argentina;Banfield;Аргентина;Банфилд
AR;Argentina;Baradero;Аргентина;Барадеро
AR;Argentina;Belén;Аргентина;Белен
AR;Argentina;Bell Ville;Аргентина;Белл Виль
AR;Argentina;Bella Vista;Аргентина;Белла Виста
AR;Argentina;Benito Juárez;Аргентина;Бенито Хуарес
AR;Argentina;Berazategui;Аргентина;Беразатеги
AR;Argentina;Berisso;Аргентина;Бериссо
AR;Argentina;Bernal;Аргентина;Бернал
AR;Argentina;Bialet Massé;Аргентина;Биалет Массе
AR;Argentina;Bragado;Аргентина;Брагадо
AR;Argentina;Brandsen;Аргентина;Брандсен
AR;Argentina;Burzaco;Аргентина;Бурзако
AR;Argentina;Buenos Aires;Аргентина;Буэнос айрес
AR;Argentina;Veinticinco de Mayo;Аргентина;Вейнтинко де Майо
AR;Argentina;Veintiocho de Noviembre;Аргентина;Вейнтиочо де Новьембре
AR;Argentina;Venado Tuerto;Аргентина;Венадо Туэрто
AR;Argentina;Vera;Аргентина;Вера
AR;Argentina;Victorica;Аргентина;Викторика
AR;Argentina;Victoria;Аргентина;Виктория
AR;Argentina;Villa Adelina;Аргентина;Вилла Аделина
AR;Argentina;Villa Allende;Аргентина;Вилла Альенде
AR;Argentina;Villa Alsina;Аргентина;Вилла Альсина
AR;Argentina;Villa Ángela;Аргентина;Вилла Анхела
AR;Argentina;Villa General Belgrano;Аргентина;Вилла Генерал Бельграно
AR;Argentina;Villa del Rosario;Аргентина;Вилла дель Росарио
AR;Argentina;Villa Domínico;Аргентина;Вилла Доминико
AR;Argentina;Villa Carlos Paz;Аргентина;Вилла Карлос Пас
AR;Argentina;Villa Constitución;Аргентина;Вилла Конститусьон
AR;Argentina;Villa Cura Brochero;Аргентина;Вилла Кура Брокеро
AR;Argentina;Villa La Angostura;Аргентина;Вилла Ла Ангостура
AR;Argentina;Villa Luzuriaga;Аргентина;Вилла Лузуриага
AR;Argentina;Villa María;Аргентина;Вилла Мария
AR;Argentina;Villa Mercedes;Аргентина;Вилла Мерседес
AR;Argentina;Villa Paranacito;Аргентина;Вилла Паранацито
AR;Argentina;Villa Regina;Аргентина;Вилла Регина
AR;Argentina;Villa Rumipal;Аргентина;Вилла Румипал
AR;Argentina;Villa Sarmiento;Аргентина;Вилла Сармьенто
AR;Argentina;Villa Celina;Аргентина;Вилла Селина
AR;Argentina;Villa Huidobro;Аргентина;Вилла Уидобро
AR;Argentina;Villa Gesell;Аргентина;Вилла Хесель
AR;Argentina;Villaguay;Аргентина;Виллагвай
AR;Argentina;Villalonga;Аргентина;Виллалонга
AR;Argentina;Vicente López;Аргентина;Висенте Лопес
AR;Argentina;Viedma;Аргентина;Вьедма
AR;Argentina;Gastre;Аргентина;Гастре
AR;Argentina;Helvecia;Аргентина;Гельвеция
AR;Argentina;General Deheza;Аргентина;Генерал Дехеза
AR;Argentina;General Conesa;Аргентина;Генерал Конеса
AR;Argentina;General Levalle;Аргентина;Генерал Леваль
AR;Argentina;General Martín Miguel de Güemes;Аргентина;Генерал Мартин Мигель де Гуэмес
AR;Argentina;General Pico;Аргентина;Генерал Пико
AR;Argentina;General Roca;Аргентина;Генерал Рока
AR;Argentina;General Fernández Oro;Аргентина;Генерал Фернандес Оро
AR;Argentina;General Juan Madariaga;Аргентина;Генерал Хуан Мадариага
AR;Argentina;Libertador General San Martín;Аргентина;Генерал-либертадор Сан-Мартин
AR;Argentina;Gobernador Gálvez;Аргентина;Гобернадор Гальвес
AR;Argentina;Gobernador Gregores;Аргентина;Гобернадор Грегорес
AR;Argentina;Godoy Cruz;Аргентина;Годой Круз
AR;Argentina;Goya;Аргентина;Гойя
AR;Argentina;González Catán;Аргентина;Гонсалес Катан
AR;Argentina;Granadero Baigorria;Аргентина;Гранадеро Байгоррия
AR;Argentina;Gualeguay;Аргентина;Гуалегвай
AR;Argentina;Gualeguaychú;Аргентина;Гуалегуайчу
AR;Argentina;Darregueira;Аргентина;Даррегейра
AR;Argentina;Colón;Аргентина;Двоеточие
AR;Argentina;Deán Funes;Аргентина;Дин Фунес
AR;Argentina;Dock Sur;Аргентина;Док Сур
AR;Argentina;Dolores;Аргентина;Долорес
AR;Argentina;Don Bosco;Аргентина;Дон Боско
AR;Argentina;Zapala;Аргентина;Запала
AR;Argentina;Ingeniero Jacobacci;Аргентина;Инженьеро Якобаччи
AR;Argentina;Ingeniero Guillermo N. Juárez;Аргентина;Инхеньеро Гильермо Н. Хуарес
AR;Argentina;Ingeniero Luis A. Huergo;Аргентина;Инхеньеро Луис А. Уэрго
AR;Argentina;Isidro Casanova;Аргентина;Исидро Казанова
AR;Argentina;Ituzaingó;Аргентина;Итузаинго
AR;Argentina;Caleta Olivia;Аргентина;Калета Оливия
AR;Argentina;Campana;Аргентина;Кампана
AR;Argentina;Cañada de Gómez;Аргентина;Каньяда де Гомес
AR;Argentina;Capilla del Monte;Аргентина;Капилья-дель-Монте
AR;Argentina;Capitán Bermúdez;Аргентина;Капитан Бермудес
AR;Argentina;Carcarañá;Аргентина;Каркаранья
AR;Argentina;Carmen de Areco;Аргентина;Кармен де Ареко
AR;Argentina;Carhué;Аргентина;Каруэ
AR;Argentina;Caseros;Аргентина;Касерос
AR;Argentina;Casilda;Аргентина;Касильда
AR;Argentina;Castelar;Аргентина;Кастелар
AR;Argentina;Castelli;Аргентина;Кастелли
AR;Argentina;Catamarca;Аргентина;Катамарка
AR;Argentina;Catriel;Аргентина;Катриэль
AR;Argentina;Quilmes;Аргентина;Кильмес
AR;Argentina;Comallo;Аргентина;Комалло
AR;Argentina;Comandante Luis Piedra Buena;Аргентина;Команданте Луис Пьедра Буэна
AR;Argentina;Comandante Fontana;Аргентина;Команданте Фонтана
AR;Argentina;Comodoro Rivadavia;Аргентина;Комодоро Ривадавия
AR;Argentina;Concordia;Аргентина;Конкордия
AR;Argentina;Concepción del Uruguay;Аргентина;Консепсьон-дель-Уругвай
AR;Argentina;Córdoba;Аргентина;Кордова
AR;Argentina;Coronda;Аргентина;Коронда
AR;Argentina;Coronel Dorrego;Аргентина;Коронель Доррего
AR;Argentina;Coronel Suárez;Аргентина;Коронель Суарес
AR;Argentina;Corral de Bustos;Аргентина;Корраль-де-Бустос
AR;Argentina;Corrientes;Аргентина;Корриентес
AR;Argentina;Cafayate;Аргентина;Кофейяте
AR;Argentina;Cruz del Eje;Аргентина;Крус-дель-Эхе
AR;Argentina;Cutral-Có;Аргентина;Кутраль-Ко
AR;Argentina;La Banda;Аргентина;Ла Банда
AR;Argentina;La Calera;Аргентина;Ла Калера
AR;Argentina;La Quiaca;Аргентина;Ла Киака
AR;Argentina;La Reja;Аргентина;Ла Рейха
AR;Argentina;La Falda;Аргентина;Ла Фальда
AR;Argentina;Laboulaye;Аргентина;Лабуле
AR;Argentina;Laguna Larga;Аргентина;Лагуна Ларга
AR;Argentina;Laguna Paiva;Аргентина;Лагуна Пайва
AR;Argentina;La Carlota;Аргентина;Ла-Карлота
AR;Argentina;Lamarque;Аргентина;Ламарк
AR;Argentina;Lanús;Аргентина;Ланус
AR;Argentina;La Paz;Аргентина;Ла-Пас
AR;Argentina;La Plata;Аргентина;Ла-Плата
AR;Argentina;La Rioja;Аргентина;Ла-Риоха
AR;Argentina;Las Lomitas;Аргентина;Лас Ломитас
AR;Argentina;Las Parejas;Аргентина;Лас Парехас
AR;Argentina;Las Heras;Аргентина;Лас Эрас
AR;Argentina;Las Lajas;Аргентина;Лас-Лахас
AR;Argentina;Leones;Аргентина;Леонес
AR;Argentina;Libertad;Аргентина;Либертад
AR;Argentina;Lincoln;Аргентина;Линкольн
AR;Argentina;Lobos;Аргентина;Лобос
AR;Argentina;Lomas de Zamora;Аргентина;Ломас де Самора
AR;Argentina;Lomas del Mirador;Аргентина;Ломас-дель-Мирадор
AR;Argentina;Longchamps;Аргентина;Лонгшамс
AR;Argentina;Los Menucos;Аргентина;Лос Менукос
AR;Argentina;Los Polvorines;Аргентина;Лос Полворинес
AR;Argentina;Los Blancos;Аргентина;Лос-Бланкос
AR;Argentina;Luján;Аргентина;Лухан
AR;Argentina;Macachín;Аргентина;Макачин
AR;Argentina;Malargüe;Аргентина;Маларгуэ
AR;Argentina;Malvinas Argentinas;Аргентина;Мальвинские Аргентины
AR;Argentina;Munro;Аргентина;Манро
AR;Argentina;Mar de Ajó;Аргентина;Мар-де-Ахо
AR;Argentina;Mar del Plata;Аргентина;Мар-дель-Плата
AR;Argentina;Marcos Juárez;Аргентина;Маркос Хуарес
AR;Argentina;Mendoza;Аргентина;Мендоса
AR;Argentina;Merlo;Аргентина;Мерло
AR;Argentina;Mercedes;Аргентина;Мерседес
AR;Argentina;Mina Clavero;Аргентина;Мина Клаверо
AR;Argentina;Monte Quemado;Аргентина;Монте Кемадо
AR;Argentina;Monte Chingolo;Аргентина;Монте Чинголо
AR;Argentina;Monte Cristo;Аргентина;Монте-Кристо
AR;Argentina;Necochea;Аргентина;Некочея
AR;Argentina;Neuquén;Аргентина;Неукен
AR;Argentina;Nueve de Julio;Аргентина;Нуэв-де-Хулио
AR;Argentina;Oberá;Аргентина;Обера
AR;Argentina;Olavarría;Аргентина;Олаваррия
AR;Argentina;Oliva;Аргентина;Олива
AR;Argentina;Oncativo;Аргентина;Онкативо
AR;Argentina;Pampa del Infierno;Аргентина;Пампа-дель-Инфьерно
AR;Argentina;Paraná;Аргентина;Парана
AR;Argentina;Pedro Luro;Аргентина;Педро Луро
AR;Argentina;Pergamino;Аргентина;Пергамино
AR;Argentina;Perito Moreno;Аргентина;Перито Морено
AR;Argentina;Perugorría;Аргентина;Перугоррия
AR;Argentina;Pico Truncado;Аргентина;Пико Трункадо
AR;Argentina;Pilar;Аргентина;Пилар
AR;Argentina;Pinamar;Аргентина;Пинамар
AR;Argentina;Plaza Huincul;Аргентина;Плаза Уинкул
AR;Argentina;Plottier;Аргентина;Плоттье
AR;Argentina;Posadas;Аргентина;Посадас
AR;Argentina;Presidencia Roque Sáenz Peña;Аргентина;Президенсия Роке Саенс Пенья
AR;Argentina;Morón;Аргентина;Придурок
AR;Argentina;Punta Alta;Аргентина;Пунта Альта
AR;Argentina;Puerto Deseado;Аргентина;Пуэрто-Десеадо
AR;Argentina;Puerto Madryn;Аргентина;Пуэрто-Мадрин
AR;Argentina;Puerto San Martín;Аргентина;Пуэрто-Сан-Мартин
AR;Argentina;Rada Tilly;Аргентина;Рада Тилли
AR;Argentina;Ramos Mejía;Аргентина;Рамос Мехиа
AR;Argentina;Rafaela;Аргентина;Рафаэла
AR;Argentina;Rafael Calzada;Аргентина;Рафаэль Кальсада
AR;Argentina;Rafael Castillo;Аргентина;Рафаэль Кастильо
AR;Argentina;Resistencia;Аргентина;Резистенсия
AR;Argentina;Reconquista;Аргентина;Реконкиста
AR;Argentina;Remedios de Escalada;Аргентина;Ремедиос де Эскалада
AR;Argentina;Rinconada;Аргентина;Ринконада
AR;Argentina;Río Primero;Аргентина;Рио Примеро
AR;Argentina;Río Tercero;Аргентина;Рио Терсеро
AR;Argentina;Río Gallegos;Аргентина;Рио-Гальегос
AR;Argentina;Río Grande;Аргентина;Рио-Гранде
AR;Argentina;Río Colorado;Аргентина;Рио-Колорадо
AR;Argentina;Río Cuarto;Аргентина;Рио-Куарто
AR;Argentina;Río Mayo;Аргентина;Рио-Майо
AR;Argentina;Río Segundo;Аргентина;Рио-Сегундо
AR;Argentina;Rodeo;Аргентина;Родео
AR;Argentina;Rosario;Аргентина;Росарио
AR;Argentina;Rosario del Tala;Аргентина;Росарио дель Тала
AR;Argentina;Rawson;Аргентина;Роусон
AR;Argentina;Rufino;Аргентина;Руфино
AR;Argentina;Salta;Аргентина;Сальта
AR;Argentina;San Lorenzo;Аргентина;Сан Лоренцо
AR;Argentina;San Antonio de los Cobres;Аргентина;Сан-Антонио-де-лос-Кобрес
AR;Argentina;San Antonio Oeste;Аргентина;Сан-Антонио-Оэсте
AR;Argentina;San Isidro;Аргентина;Сан-Исидро
AR;Argentina;San Carlos de Bariloche;Аргентина;Сан-Карлос-де-Барилоче
AR;Argentina;San Cristóbal;Аргентина;Сан-Кристобаль
AR;Argentina;San Luis;Аргентина;Сан-Луис
AR;Argentina;San Martín;Аргентина;Сан-Мартин
AR;Argentina;San Martín de los Andes;Аргентина;Сан-Мартин-де-лос-Андес
AR;Argentina;San Miguel;Аргентина;Сан-Мигель
AR;Argentina;San Miguel de Tucumán;Аргентина;Сан-Мигель-де-Тукуман
AR;Argentina;San Nicolás de los Arroyos;Аргентина;Сан-Николас-де-лос-Арройос
AR;Argentina;San Pedro;Аргентина;Сан-Педро
AR;Argentina;San Ramón de la Nueva Orán;Аргентина;Сан-Рамон-де-ла-Нуэва-Оран
AR;Argentina;San Rafael;Аргентина;Сан-Рафаэль
AR;Argentina;San Salvador;Аргентина;Сан-Сальвадор
AR;Argentina;San Salvador de Jujuy;Аргентина;Сан-Сальвадор-де-Жужуй
AR;Argentina;Santa Elena;Аргентина;Санта Елена
AR;Argentina;Santa María;Аргентина;Санта Мария
AR;Argentina;Santa Rosa;Аргентина;Санта-Роза
AR;Argentina;Santa Rosa de Río Primero;Аргентина;Санта-Роса-де-Рио-Примеро
AR;Argentina;Santa Fe;Аргентина;Санта-Фе
AR;Argentina;Santo Tomé;Аргентина;Санто-Томе
AR;Argentina;Santiago del Estero;Аргентина;Сантьяго-дель-Эстеро
AR;Argentina;San Francisco;Аргентина;Сан-Франциско
AR;Argentina;San Francisco Solano;Аргентина;Сан-Франциско Солано
AR;Argentina;San Javier;Аргентина;Сан-Хавьер
AR;Argentina;San José de Feliciano;Аргентина;Сан-Хосе-де-Фелисиано
AR;Argentina;San Juan;Аргентина;Сан-Хуан
AR;Argentina;San Julián;Аргентина;Сан-Хулиан
AR;Argentina;San Justo;Аргентина;Сан-Хусто
AR;Argentina;Sarandí;Аргентина;Саранди
AR;Argentina;Zárate;Аргентина;Сарате
AR;Argentina;Sarmiento;Аргентина;Сармьенто
AR;Argentina;Senillosa;Аргентина;Сенильоза
AR;Argentina;Centenario;Аргентина;Сентенарио
AR;Argentina;Cerrillos;Аргентина;Серрильос
AR;Argentina;Cinco Saltos;Аргентина;Синко Салтос
AR;Argentina;Susques;Аргентина;Сускес
AR;Argentina;Sierra Grande;Аргентина;Сьерра-Гранде
AR;Argentina;Sierra Colorada;Аргентина;Сьерра-Колорада
AR;Argentina;Ciudad General Belgrano;Аргентина;Сьюдад-Хенераль-Бельграно
AR;Argentina;Tandil;Аргентина;Тандиль
